step,alive,fused_us
958,1000000,391.136
959,1000000,416.945
960,1000000,406.199
961,1000000,450.786
962,1000000,397.965
963,1000000,405.898
964,1000000,398.366
965,1000000,470.971
966,1000000,420.861
967,1000000,423.572
968,1000000,409.614
969,1000000,387.320
970,1000000,389.831
971,1000000,423.672
972,1000000,430.702
973,1000000,376.977
974,1000000,454.501
975,1000000,386.416
976,1000000,482.218
977,1000000,382.199
978,1000000,476.393
979,1000000,402.584
980,1000000,428.392
981,1000000,397.061
982,1000000,449.982
983,1000000,388.023
984,1000000,392.743
985,1000000,448.075
986,1000000,484.226
987,1000000,396.659
988,1000000,383.304
989,1000000,438.032
990,1000000,469.765
991,1000000,402.383
992,1000000,465.548
993,1000000,403.187
994,1000000,390.032
995,1000000,389.228
996,1000000,392.341
997,1000000,458.820
998,1000000,398.367
999,1000000,398.366
1000,1000000,396.057
1001,1000000,462.435
1002,1000000,390.032
1003,1000000,385.413
1004,1000000,391.036
1005,1000000,449.079
1006,1000000,387.019
1007,1000000,388.023
1008,1000000,413.027
1009,1000000,452.894
1010,1000000,390.233
1011,1000000,453.095
1012,1000000,387.822
1013,1000000,445.966
1014,1000000,499.892
1015,1000000,390.835
1016,1000000,386.516
1017,1000000,433.413
1018,1000000,441.648
1019,1000000,475.690
1020,1000000,398.366
1021,1000000,393.948
1022,1000000,391.538
1023,1000000,460.527
1024,1000000,386.115
1025,1000000,387.922
1026,1000000,442.250
1027,1000000,386.718
1028,1000000,471.974
1029,1000000,395.756
1030,1000000,460.827
1031,1000000,390.534
1032,1000000,411.923
1033,1000000,392.642
1034,1000000,474.385
1035,1000000,407.907
1036,1000000,482.719
1037,1000000,395.053
1038,1000000,411.923
1039,1000000,466.752
1040,1000000,476.794
1041,1000000,384.408
1042,1000000,394.751
1043,1000000,396.258
1044,1000000,401.078
1045,1000000,392.543
1046,1000000,404.492
1047,1000000,394.249
1048,1000000,455.104
1049,1000000,394.149
1050,1000000,390.734
1051,1000000,443.154
1052,1000000,384.609
1053,1000000,380.894
1054,1000000,388.424
1055,1000000,447.874
1056,1000000,396.057
1057,1000000,387.019
1058,1000000,394.350
1059,1000000,397.764
1060,1000000,393.848
1061,1000000,448.577
1062,1000000,376.174
1063,1000000,442.049
1064,1000000,467.656
1065,1000000,384.308
1066,1000000,390.533
1067,1000000,430.802
1068,1000000,457.614
1069,1000000,451.087
1070,1000000,411.823
1071,1000000,412.928
1072,1000000,445.966
1073,1000000,441.245
1074,1000000,395.455
1075,1000000,534.336
1076,1000000,432.108
1077,1000000,405.396
1078,1000000,393.747
1079,1000000,388.425
1080,1000000,448.075
1081,1000000,384.609
1082,1000000,400.074
1083,1000000,405.296
1084,1000000,434.518
1085,1000000,386.718
1086,1000000,405.095
1087,1000000,405.697
1088,1000000,412.626
1089,1000000,422.568
1090,1000000,388.827
1091,1000000,389.931
1092,1000000,383.906
1093,1000000,459.020
1094,1000000,382.601
1095,1000000,401.479
1096,1000000,402.986
1097,1000000,411.019
1098,1000000,384.910
1099,1000000,443.054
1100,1000000,408.810
1101,1000000,397.764
1102,1000000,377.580
1103,1000000,445.363
1104,1000000,384.007
1105,1000000,420.359
1106,1000000,481.916
1107,1000000,464.543
1108,1000000,387.521
1109,1000000,413.129
1110,1000000,471.573
1111,1000000,476.192
1112,1000000,390.333
1113,1000000,392.944
1114,1000000,474.786
1115,1000000,469.063
1116,1000000,386.015
1117,1000000,383.906
1118,1000000,465.146
1119,1000000,387.622
1120,1000000,384.910
1121,1000000,391.638
1122,1000000,466.652
1123,1000000,385.512
1124,1000000,386.717
1125,1000000,386.517
1126,1000000,460.024
1127,1000000,383.906
1128,1000000,440.543
1129,1000000,396.459
1130,1000000,435.221
1131,1000000,463.640
1132,1000000,382.099
1133,1000000,393.647
1134,1000000,421.362
1135,1000000,463.941
1136,1000000,386.818
1137,1000000,410.518
1138,1000000,388.424
1139,1000000,399.371
1140,1000000,390.031
1141,1000000,393.446
1142,1000000,451.589
1143,1000000,384.408
1144,1000000,380.592
1145,1000000,398.467
1146,1000000,392.140
1147,1000000,424.376
1148,1000000,376.876
1149,1000000,479.707
1150,1000000,389.830
1151,1000000,431.705
1152,1000000,388.827
1153,1000000,419.455
1154,1000000,399.270
1155,1000000,448.878
1156,1000000,392.141
1157,1000000,453.798
1158,1000000,391.538
1159,1000000,401.881
1160,1000000,453.096
1161,1000000,447.873
1162,1000000,388.324
1163,1000000,406.802
1164,1000000,450.284
1165,1000000,415.740
1166,1000000,446.166
1167,1000000,401.681
1168,1000000,404.994
1169,1000000,458.920
1170,1000000,463.338
1171,1000000,409.312
1172,1000000,451.288
1173,1000000,395.354
1174,1000000,386.617
1175,1000000,396.157
1176,1000000,434.016
1177,1000000,391.437
1178,1000000,441.748
1179,1000000,400.676
1180,1000000,401.580
1181,1000000,408.408
1182,1000000,469.263
1183,1000000,389.530
1184,1000000,426.786
1185,1000000,478.603
1186,1000000,464.945
1187,1000000,432.811
1188,1000000,408.710
1189,1000000,477.799
1190,1000000,399.873
1191,1000000,405.898
1192,1000000,395.956
1193,1000000,464.945
1194,1000000,402.484
1195,1000000,405.295
1196,1000000,388.727
1197,1000000,438.535
1198,1000000,394.852
1199,1000000,453.397
1200,1000000,386.216
1201,1000000,451.790
1202,1000000,424.175
1203,1000000,440.040
1204,1000000,395.153
1205,1000000,435.924
1206,1000000,457.615
1207,1000000,490.050
1208,1000000,400.576
1209,1000000,385.714
1210,1000000,382.400
1211,1000000,396.057
1212,1000000,391.136
1213,1000000,394.952
1214,1000000,437.029
1215,1000000,394.250
1216,1000000,458.819
1217,1000000,387.521
1218,1000000,421.363
1219,1000000,403.990
1220,1000000,442.250
1221,1000000,397.965
1222,1000000,423.070
1223,1000000,468.059
1224,1000000,388.224
1225,1000000,385.512
1226,1000000,384.609
1227,1000000,430.702
1228,1000000,479.807
1229,1000000,398.266
1230,1000000,393.748
1231,1000000,449.179
1232,1000000,443.154
1233,1000000,385.814
1234,1000000,387.120
1235,1000000,418.953
1236,1000000,406.199
1237,1000000,400.174
1238,1000000,388.626
1239,1000000,471.874
1240,1000000,384.409
1241,1000000,396.358
1242,1000000,402.585
1243,1000000,405.597
1244,1000000,383.906
1245,1000000,406.200
1246,1000000,408.810
1247,1000000,405.296
1248,1000000,378.484
1249,1000000,411.019
1250,1000000,393.646
1251,1000000,441.447
1252,1000000,450.082
1253,1000000,387.421
1254,1000000,391.136
1255,1000000,395.956
1256,1000000,462.736
1257,1000000,425.279
1258,1000000,401.078
1259,1000000,395.555
1260,1000000,412.526
1261,1000000,493.465
1262,1000000,385.914
1263,1000000,398.065
1264,1000000,449.580
1265,1000000,396.358
1266,1000000,441.547
1267,1000000,407.605
1268,1000000,431.204
1269,1000000,387.219
1270,1000000,442.250
1271,1000000,402.082
1272,1000000,401.982
1273,1000000,384.810
1274,1000000,417.647
1275,1000000,381.597
1276,1000000,407.605
1277,1000000,415.438
1278,1000000,392.542
1279,1000000,381.395
1280,1000000,392.241
1281,1000000,415.338
1282,1000000,460.928
1283,1000000,433.413
1284,1000000,407.606
1285,1000000,394.751
1286,1000000,456.007
1287,1000000,391.739
1288,1000000,414.032
1289,1000000,445.263
1290,1000000,394.952
1291,1000000,389.830
1292,1000000,390.735
1293,1000000,388.324
1294,1000000,393.245
1295,1000000,473.882
1296,1000000,385.211
1297,1000000,380.693
1298,1000000,392.241
1299,1000000,448.476
1300,1000000,390.635
1301,1000000,394.550
1302,1000000,425.380
1303,1000000,399.069
1304,1000000,392.041
1305,1000000,413.630
1306,1000000,380.693
1307,1000000,424.175
1308,1000000,474.485
1309,1000000,388.425
1310,1000000,389.429
1311,1000000,422.065
1312,1000000,449.982
1313,1000000,384.810
1314,1000000,466.753
1315,1000000,428.693
1316,1000000,437.028
1317,1000000,383.103
1318,1000000,429.296
1319,1000000,399.873
1320,1000000,439.539
1321,1000000,470.066
1322,1000000,469.966
1323,1000000,383.304
1324,1000000,424.275
1325,1000000,452.593
1326,1000000,433.313
1327,1000000,387.521
1328,1000000,388.325
1329,1000000,465.045
1330,1000000,440.241
1331,1000000,381.898
1332,1000000,462.133
1333,1000000,386.316
1334,1000000,411.020
1335,1000000,397.162
1336,1000000,393.848
1337,1000000,413.128
1338,1000000,393.948
1339,1000000,378.885
1340,1000000,389.730
1341,1000000,421.363
1342,1000000,385.010
1343,1000000,422.869
1344,1000000,395.454
1345,1000000,441.045
1346,1000000,461.289
1347,1000000,392.995
1348,1000000,396.710
1349,1000000,441.504
1350,1000000,476.956
1351,1000000,427.543
1352,1000000,413.683
1353,1000000,448.433
1354,1000000,385.462
1355,1000000,461.992
1356,1000000,408.762
1357,1000000,392.392
1358,1000000,385.061
