step,alive,fused_us
1142,1000000,436.239
1143,1000000,459.288
1144,1000000,501.078
1145,1000000,541.766
1146,1000000,438.745
1147,1000000,443.755
1148,1000000,517.514
1149,1000000,508.394
1150,1000000,438.343
1151,1000000,441.851
1152,1000000,513.105
1153,1000000,427.019
1154,1000000,442.252
1155,1000000,530.241
1156,1000000,453.777
1157,1000000,437.041
1158,1000000,448.165
1159,1000000,511.501
1160,1000000,454.678
1161,1000000,450.570
1162,1000000,452.875
1163,1000000,535.954
1164,1000000,458.587
1165,1000000,571.931
1166,1000000,452.874
1167,1000000,449.768
1168,1000000,450.369
1169,1000000,551.386
1170,1000000,451.672
1171,1000000,484.944
1172,1000000,524.128
1173,1000000,489.754
1174,1000000,467.306
1175,1000000,532.045
1176,1000000,458.287
1177,1000000,427.219
1178,1000000,476.927
1179,1000000,443.354
1180,1000000,442.753
1181,1000000,437.442
1182,1000000,481.236
1183,1000000,445.759
1184,1000000,527.937
1185,1000000,454.378
1186,1000000,516.011
1187,1000000,477.327
1188,1000000,452.273
1189,1000000,440.749
1190,1000000,444.256
1191,1000000,443.554
1192,1000000,443.354
1193,1000000,466.804
1194,1000000,489.554
1195,1000000,433.534
1196,1000000,495.567
1197,1000000,471.615
1198,1000000,546.175
1199,1000000,436.540
1200,1000000,525.030
1201,1000000,515.209
1202,1000000,441.651
1203,1000000,505.388
1204,1000000,471.114
1205,1000000,454.478
1206,1000000,433.733
1207,1000000,558.001
1208,1000000,436.339
1209,1000000,441.049
1210,1000000,440.448
1211,1000000,504.886
1212,1000000,465.301
1213,1000000,467.506
1214,1000000,437.441
1215,1000000,463.097
1216,1000000,475.724
1217,1000000,489.854
1218,1000000,449.367
1219,1000000,526.934
1220,1000000,466.805
1221,1000000,437.742
1222,1000000,458.988
1223,1000000,490.255
1224,1000000,482.839
1225,1000000,452.474
1226,1000000,447.062
1227,1000000,543.370
1228,1000000,450.570
1229,1000000,434.736
1230,1000000,451.071
1231,1000000,446.862
1232,1000000,486.948
1233,1000000,441.149
1234,1000000,456.182
1235,1000000,449.568
1236,1000000,518.315
1237,1000000,462.295
1238,1000000,448.566
1239,1000000,443.454
1240,1000000,447.363
1241,1000000,434.635
1242,1000000,468.108
1243,1000000,491.257
1244,1000000,480.735
1245,1000000,438.043
1246,1000000,452.975
1247,1000000,484.243
1248,1000000,480.133
1249,1000000,449.167
1250,1000000,470.312
1251,1000000,519.719
1252,1000000,441.250
1253,1000000,517.714
1254,1000000,465.201
1255,1000000,441.951
1256,1000000,448.866
1257,1000000,537.457
1258,1000000,488.551
1259,1000000,438.744
1260,1000000,523.627
1261,1000000,541.465
1262,1000000,447.663
1263,1000000,464.600
1264,1000000,465.201
1265,1000000,537.257
1266,1000000,458.487
1267,1000000,438.243
1268,1000000,443.956
1269,1000000,461.694
1270,1000000,459.489
1271,1000000,445.058
1272,1000000,521.322
1273,1000000,452.574
1274,1000000,531.744
1275,1000000,452.975
1276,1000000,501.980
1277,1000000,539.361
1278,1000000,453.375
1279,1000000,447.363
1280,1000000,471.214
1281,1000000,521.322
1282,1000000,454.779
1283,1000000,437.842
1284,1000000,485.946
1285,1000000,452.173
1286,1000000,432.631
1287,1000000,455.580
1288,1000000,458.286
1289,1000000,460.491
1290,1000000,460.090
1291,1000000,464.098
1292,1000000,451.973
1293,1000000,443.354
1294,1000000,450.069
1295,1000000,438.543
1296,1000000,455.380
1297,1000000,521.723
1298,1000000,431.829
1299,1000000,437.041
1300,1000000,453.275
1301,1000000,493.061
1302,1000000,446.261
1303,1000000,459.188
1304,1000000,443.454
1305,1000000,461.794
1306,1000000,439.045
1307,1000000,522.023
1308,1000000,523.326
1309,1000000,442.352
1310,1000000,475.724
1311,1000000,524.630
1312,1000000,441.450
1313,1000000,479.933
1314,1000000,544.071
1315,1000000,453.476
1316,1000000,504.185
1317,1000000,467.707
1318,1000000,510.298
1319,1000000,454.779
1320,1000000,504.185
1321,1000000,439.846
1322,1000000,478.229
1323,1000000,472.617
1324,1000000,531.042
1325,1000000,443.054
1326,1000000,446.461
1327,1000000,465.202
1328,1000000,489.453
1329,1000000,449.567
1330,1000000,476.726
1331,1000000,512.402
1332,1000000,448.264
1333,1000000,451.372
1334,1000000,436.841
1335,1000000,450.870
1336,1000000,436.239
1337,1000000,449.067
1338,1000000,442.653
1339,1000000,460.491
1340,1000000,452.474
1341,1000000,494.063
1342,1000000,484.242
